quality_score;species;country_of_origin;farm_name;altitude;region;harvest_year;aroma;flavor;aftertaste;acidity;body;balance;cupper_points;total_cup_points;moisture;color
83.0;Arabica;Mexico;LAS LOMAS;1200;COATEPEC;2012;7.5;7.67;7.5;7.5;7.58;7.58;7.67;Sample  83.00;11;Green
83.0;Arabica;Colombia;;;;2012;7.67;7.58;7.5;7.5;7.75;7.5;7.5;Sample  83.00;0;
83.0;Arabica;Colombia;varios;1500-1750 msnm;huila;2012;7.75;7.58;7.5;7.67;7.83;7.75;7.58;Sample  83.00;0;Green
83.0;Arabica;Colombia;;1750 msnm;huila;2012;7.67;7.58;7.58;7.58;7.67;7.42;7.5;Sample  83.00;11;Green
83.0;Arabica;Guatemala;LA IGUALDAD;4500;LA REFORMA, SAN MARCOS;2012;7.5;7.67;7.5;7.67;7.5;7.83;7.33;Sample  83.00;10;Green
83.0;Arabica;Colombia;;1600 - 1950 MSNM;LA PLATA;2011;7.67;7.67;7.58;7.5;7.67;7.42;7.5;Sample  83.00;12;Bluish-Green
83.0;Arabica;Thailand;Doi Tung Development Project;;;2011;7.33;7.67;7.58;7.5;7.75;7.67;7.5;Sample  83.00;28;
83.0;Arabica;Colombia;;1050 - 1850 msnm;Cauca;Abril - Julio;7.33;7.67;7.58;7.33;7.58;7.92;7.58;Sample  83.00;8;
83.0;Arabica;United States (Hawaii);;;;;7.83;7.83;7.67;7.83;7.92;7.83;8.08;Sample  83.00;0;
83.0;Arabica;United States (Hawaii);;;;;7.5;7.58;7.42;7.58;7.58;7.67;7.67;Sample  83.00;0;
83.0;Arabica;Colombia;;1800 msnm;huila;4t/2011;7.5;7.58;7.67;7.67;7.58;7.58;7.42;Sample  83.00;6;
83.0;Arabica;Nicaragua;Santa Rosa;;Matagalpa;2009-2010;7.58;7.83;7.75;7.92;7.92;8.08;7.92;Sample  83.00;7;
83.0;Arabica;Thailand;Doi Tung Development Project;;;;7.5;7.25;7.42;7.75;8.17;7.5;7.42;Sample  83.00;0;
82.92;Arabica;Brazil;Fazenda Capoeirinha;890;South of Minas Gerais;2017 / 2018;7.67;7.58;7.5;7.58;7.58;7.5;7.5;Sample  82.92;0;Green
82.92;Arabica;El Salvador;Santa Josefita;1350;Apaneca-Ilamatepec;2017;7.5;7.5;7.75;7.58;7.92;7.83;7.5;Sample  82.92;0;Green
82.92;Arabica;Colombia;;1500;Guayata;2017;7.58;7.67;7.5;7.33;7.67;7.58;7.58;Sample  82.92;11;Green
82.92;Arabica;Taiwan;Shi Fang Yuan 十方源;350;Dongshan Dist., Tainan City 臺南市東山區;2016;7.17;7.83;7.25;7.67;7.67;7.58;7.75;Sample  82.92;9;Green
82.92;Arabica;Ethiopia;-;2000;Blida,kercha,Guji,Oromia;2016;7.58;7.58;7.5;7.5;7.58;7.58;7.58;Sample  82.92;0;Bluish-Green
82.92;Arabica;Taiwan;佐佑品咖啡莊園;775;台東太麻里;2014;7.5;7.58;7.67;7.33;7.5;7.75;7.58;Sample  82.92;0;Green
82.92;Arabica;Philippines;Kalugmanan Agri Development Corp.;1,200 masl;Bukidnon, Mindanao, Philppines;2015;7.58;7.58;7.67;7.58;7.5;7.5;7.5;Sample  82.92;11;Blue-Green
82.92;Arabica;Philippines;several, Bukidnon, Mindanao, Philippines;1,600 + meters above sea level;Asia Pacific;2014;8.08;7.5;7.67;7.42;7.33;7.5;7.42;Sample  82.92;0;Bluish-Green
82.92;Arabica;Mexico;Pinzoneno;1059;Cuarenteño;2015;7.83;7.67;7.25;7.58;7.5;7.5;7.58;Sample  82.92;13;Blue-Green
82.92;Arabica;Mexico;FIECH (mixed producers);1,300 meters;Chiapas;2015;7.75;7.67;7.42;7.42;7.75;7.5;7.42;Sample  82.92;12;Bluish-Green
82.92;Arabica;Brazil;Fazenda Pantano;11000 metros;Cerrado;2014/2015;7.08;7.5;7.5;7.83;7.75;7.67;7.58;Sample  82.92;11;Green
82.92;Arabica;Uganda;Sipi organic coffee project;1400-1900;Eastern;2013;8.0;7.5;7.5;7.58;7.33;7.42;7.58;Sample  82.92;12;Green
82.92;Arabica;Uganda;Nyapea coffee farmers;1400;West Nile;2013;7.75;7.58;7.58;7.5;7.5;7.5;7.5;Sample  82.92;12;Green
82.92;Arabica;Guatemala;FINCA MEDINA;1500 MSNM;ANTIGUA;2014;7.75;7.5;7.42;7.58;7.67;7.5;7.5;Sample  82.92;10;Green
82.92;Arabica;Guatemala;FINCA MEDINA;1500 MSNM;ANTIGUA;2014;7.67;7.83;7.42;7.5;7.33;7.5;7.67;Sample  82.92;10;Green
82.92;Arabica;Guatemala;;;;2012;7.58;7.58;7.25;7.58;7.58;7.58;7.75;Sample  82.92;10;Green
82.92;Arabica;Colombia;;1800 - 2000;Huila;2013;7.58;7.5;7.75;7.33;7.58;7.58;7.58;Sample  82.92;11;Green
82.92;Arabica;Colombia;;1750 msnm;huila;2013;7.75;7.5;7.25;7.5;7.75;7.5;7.67;Sample  82.92;0;Bluish-Green
82.92;Arabica;Guatemala;FINCA LOS CERROS Y ANEXOS;5440-5760 METROS;HUEHUETENANGO;2013;7.83;7.75;7.25;7.92;7.5;7.17;7.5;Sample  82.92;11;Green
82.92;Arabica;Colombia;;1450;Antioquia;2013;7.83;7.67;7.42;7.42;7.5;7.58;7.5;Sample  82.92;11;Green
82.92;Arabica;Mexico;EL REGALITO;1248;PETATLAN;2012;7.58;7.58;7.33;7.25;7.58;7.75;7.83;Sample  82.92;10;Green
82.92;Arabica;Vietnam;Apollo Co., Ltd.;1040M;Don Duong;2012;7.67;7.33;7.17;7.58;8.08;7.42;7.67;Sample  82.92;0;None
82.92;Arabica;Mexico;EL JABALI;1400 m;LA CUMBRE;2012;8.0;7.92;7.67;7.17;7.67;7.42;7.75;Sample  82.92;14;Green
82.92;Arabica;United States (Hawaii);;;Kona;2012;7.5;7.5;7.5;7.42;7.67;7.83;7.5;Sample  82.92;10;Green
82.92;Arabica;Colombia;;1050 - 1850 msnm;Cauca;Abril - Julio /2011;7.5;7.75;7.33;7.75;7.08;7.83;7.67;Sample  82.92;15;
82.92;Arabica;Thailand;Doi Tung Development Project;;;;7.42;7.58;7.5;7.17;7.5;8.0;7.75;Sample  82.92;0;
82.83;Arabica;Kenya;JUNGLE ESTATE;1754;NYERI;2017;7.75;7.58;7.42;7.58;7.5;7.5;7.5;Sample  82.83;10;Green
82.83;Arabica;Guatemala;PIAMONTE;1700;SAN MARCOS;2017;7.5;7.58;7.33;7.67;7.58;7.58;7.58;Sample  82.83;11;Green
82.83;Arabica;Brazil;Capoeirinha;905;South of Minas Gerais;2015;7.67;7.58;7.58;7.5;7.5;7.42;7.58;Sample  82.83;11;Bluish-Green
82.83;Arabica;El Salvador;El Barbaro;1250;El Bálsamo - Quezaltepec;2016;7.33;7.67;7.67;7.83;7.33;7.67;7.33;Sample  82.83;0;Green
82.83;Arabica;Rwanda;Gicumbi;1900;Gicumbi;2015;7.83;7.92;7.75;7.83;7.75;7.75;8.0;Sample  82.83;11;Bluish-Green
82.83;Arabica;Vietnam;APOLLO Estate;1040;Vietnam Tutra;2014;7.25;7.58;7.5;7.42;7.75;7.42;7.92;Sample  82.83;11;Green
82.83;Arabica;Guatemala;EL PAPATURRO;4000PSN;ORIENTE;2015;7.58;7.58;7.33;7.67;7.67;7.5;7.5;Sample  82.83;11;Green
82.83;Arabica;Brazil;Santa Fé 2;900;Cerrado;2015;7.58;7.83;7.33;7.67;7.42;7.33;7.67;Sample  82.83;12;Green
82.83;Arabica;Colombia;;1200-2000m;Huila;2014;7.83;7.67;7.5;7.58;7.5;7.67;7.08;Sample  82.83;0;
82.83;Arabica;United States;Kampung keling, Jumaraj, Gurusinga, Gongsol;1200 m;Berastagi;2014;7.42;7.58;7.25;7.5;7.75;7.75;7.58;Sample  82.83;0;
82.83;Arabica;Guatemala;FINCA MEDINA;1500 MSNM;ANTIGUA;2014;7.67;7.67;7.75;7.67;7.42;7.17;7.5;Sample  82.83;10;Green
82.83;Arabica;Colombia;;1800 mts;Santander;2013;7.5;7.42;7.58;7.5;7.58;7.58;7.67;Sample  82.83;0;Green
82.83;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;2013;7.83;7.5;7.5;7.42;7.5;7.5;7.58;Sample  82.83;11;Green
82.83;Arabica;Tanzania, United Republic Of;BURKA COFFEE ESTATE;1,400 METER ABOVE SEA LEVEL;ARUSHA;2012;7.67;7.5;7.33;7.25;7.58;7.75;7.75;Sample  82.83;11;Green
82.83;Arabica;Mexico;;1550;LA CONCORDIA;2012;7.58;7.67;7.5;7.58;7.5;7.5;7.5;Sample  82.83;12;Green
82.83;Arabica;Mexico;SANTA ROSA;1250;TEOCELO;2012;7.67;7.58;7.42;7.75;7.42;7.42;7.58;Sample  82.83;12;Blue-Green
82.83;Arabica;Guatemala;AGROPECUARIA QUIAGRAL;4300;ORIENTE;2012;7.67;7.67;7.33;7.5;7.33;7.92;7.42;Sample  82.83;11;Green
82.83;Arabica;Mexico;FINCA NUEVA LINDA;1380;LA CONCORDIA;2012;7.58;7.58;7.5;7.42;7.67;7.58;7.5;Sample  82.83;11;
82.83;Arabica;El Salvador;Several Farms;1200 mts;Santa Ana;2010-2011;7.75;7.58;7.75;7.75;7.25;7.5;7.25;Sample  82.83;0;
82.75;Arabica;Guatemala;PROVIDENCIA;1100;SANTA ROSA;;7.5;7.58;7.42;7.67;7.58;7.5;7.5;Sample  82.75;10;Green
82.75;Arabica;Guatemala;LINDA VISTA;1800;SANTA ROSA;2017;7.58;7.67;7.5;7.58;7.5;7.42;7.5;Sample  82.75;11;Green
82.75;Arabica;Guatemala;LAS MERCEDITAS;1700;SAN MARCOS;2017;7.5;7.67;7.17;7.67;7.67;7.58;7.5;Sample  82.75;11;Green
82.75;Arabica;Guatemala;LAS DELICIAS;4000;SANTA ROSA;2017;7.5;7.5;7.42;7.58;7.67;7.5;7.58;Sample  82.75;10;Green
82.75;Arabica;Guatemala;LA ESMERALDA;4000;ORIENTE;2017;7.42;7.58;7.42;7.67;7.5;7.5;7.67;Sample  82.75;10;Green
82.75;Arabica;Indonesia;vary;1500;Sapan Toraja;2017;7.5;7.58;7.42;7.58;7.58;7.5;7.58;Sample  82.75;12;Blue-Green
82.75;Arabica;Guatemala;LA ESMERALDA;518;EL PROGRESO;2017;7.58;7.58;7.33;7.58;7.33;7.67;7.67;Sample  82.75;12;Green
82.75;Arabica;Taiwan;大鋤花間 (HOE Vs. FLOWER COFFEE FARM);650;台南市東山區( Dongshan Dist., Tainan City);2016;7.83;7.67;7.33;7.67;7.58;7.67;7.67;Sample  82.75;0;Green
82.75;Arabica;El Salvador;La Montaña;1250;Cacahuatique;2017;7.67;7.67;7.17;7.33;7.58;7.67;7.67;Sample  82.75;0;
82.75;Arabica;Costa Rica;Gamboa;1850;Tarrazu;2016;7.58;7.5;7.42;7.67;7.42;7.5;7.67;Sample  82.75;9;Bluish-Green
82.75;Arabica;Honduras;Los Hicaques;1400;Comayagua;2017;7.58;7.5;7.42;7.58;7.5;7.5;7.67;Sample  82.75;9;Green
82.75;Arabica;Brazil;Capoeirinha;905;South of Minas Gerais;2015;7.5;7.5;7.58;7.5;7.58;7.58;7.5;Sample  82.75;11;Bluish-Green
82.75;Arabica;China;Man Ganna Estate;1100;Yunnan Province XiShuangBanNa City Puwen County;2015;7.67;7.5;7.33;7.33;7.67;7.67;7.58;Sample  82.75;10;Green
82.75;Arabica;China;Pu'er Lingdu Yunlin Coffee Co.LTD;1500;Menglian;2015;7.5;7.67;7.42;7.67;7.5;7.5;7.5;Sample  82.75;11;Green
82.75;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;2014;7.5;7.58;7.58;7.75;7.33;7.5;7.5;Sample  82.75;0;Blue-Green
82.75;Arabica;Malawi;Msese;1442 M;South of Mzuzu;2014;7.75;7.58;7.42;7.5;7.33;7.5;7.67;Sample  82.75;12;Bluish-Green
82.75;Arabica;Guatemala;EL MORITO;5000 FT.;JALAPA;2014;7.75;7.42;7.25;7.75;7.5;7.67;7.42;Sample  82.75;13;Green
82.75;Arabica;Colombia;;1.65;Huila;2014;7.67;7.42;7.42;7.58;7.33;7.67;7.67;Sample  82.75;12;Green
82.75;Arabica;United States (Hawaii);;;KONA;2013;7.67;7.58;7.42;7.83;7.33;7.5;7.42;Sample  82.75;10;Blue-Green
82.75;Arabica;United States (Hawaii);;;KONA;2013;7.58;7.83;7.75;7.75;7.42;8.0;7.75;Sample  82.75;10;Green
82.75;Arabica;Colombia;several;1300;Antioquia;2013;7.58;7.33;7.17;7.33;7.25;8.58;7.5;Sample  82.75;10;Green
82.75;Arabica;Mexico;SAN LORENZO;1550;CHIAPAS;2013;7.58;7.58;7.5;7.5;7.5;7.5;7.58;Sample  82.75;12;Green
82.75;Arabica;Mexico;TLAMATOCA;1200;HUATUSCO;2012;7.58;7.58;7.33;7.75;7.25;7.58;7.67;Sample  82.75;12;
82.75;Arabica;Mexico;;1200;ATOYAC DE ALVAREZ;2012;8.08;8.17;8.0;8.0;7.83;7.92;8.08;Sample  82.75;12;
82.75;Arabica;Colombia;Supply Chain ECOM CCA S.A.;1400 thru 1850;South huila;2012;7.5;7.58;7.42;7.67;7.5;7.58;7.5;Sample  82.75;0;Blue-Green
82.75;Arabica;Colombia;;DE 1.600 A 1.950 MSNM;HUILA;2012;7.67;7.58;7.58;7.58;7.5;7.42;7.42;Sample  82.75;11;Green
82.75;Arabica;United States (Hawaii);;;Kona;2012;7.25;7.75;7.5;7.83;7.67;7.67;7.75;Sample  82.75;12;Green
82.75;Arabica;Panama;Hacienda La Esmeralda;1100;Boquete, Panama;2012;7.42;7.42;7.5;7.58;7.5;7.75;7.58;Sample  82.75;0;Green
82.75;Arabica;United States (Hawaii);;;Kona;;7.75;7.67;7.5;7.83;7.17;7.42;7.42;Sample  82.75;0;
82.67;Arabica;Brazil;Capoeirinha Farm;890;South of Minas Gerais;2017 / 2018;7.5;7.58;7.25;7.75;7.58;7.5;7.5;Sample  82.67;0;Green
82.67;Arabica;Brazil;Capoeirinha Farm;934;South of Minas Gerais;2016;7.5;7.58;7.5;7.67;7.5;7.42;7.5;Sample  82.67;11;Bluish-Green
82.67;Arabica;Laos;Savan coffee bean;1300;Paksong,Laos;2015;7.67;7.67;7.42;7.42;7.42;7.5;7.58;Sample  82.67;13;Bluish-Green
82.67;Arabica;El Salvador;El Barbaro;1200;El Balsamo, Quezaltepec;2016;7.67;7.67;7.67;7.67;7.5;7.67;7.5;Sample  82.67;0;Green
82.67;Arabica;Mexico;Gabriel Bernard Rivas Ross;1300;Huatusco, Ver;2016;7.5;7.67;7.42;7.75;7.42;7.17;7.75;Sample  82.67;11;Green
82.67;Arabica;Colombia;;;Huila;2015;7.75;7.5;7.33;7.58;7.33;7.75;7.42;Sample  82.67;0;Green
82.67;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.58;7.5;7.42;7.67;7.5;7.5;7.5;Sample  82.67;0;Green
82.67;Arabica;Brazil;SANTA MARIA;;MONTE CARMELO;2014;7.33;7.5;7.58;7.58;7.67;7.5;7.5;Sample  82.67;12;
82.67;Arabica;Tanzania, United Republic Of;Nitin;1700;Karatu Arusha;2014;7.5;7.5;7.5;7.5;7.5;7.58;7.58;Sample  82.67;12;Green
82.67;Arabica;Tanzania, United Republic Of;AMPCG;1550;Mbinga, Ruvuma;2014;7.58;7.5;7.5;7.58;7.33;7.58;7.58;Sample  82.67;12;Green
82.67;Arabica;Taiwan;伊娜咖啡莊園;1200公尺;嘉義阿里山;2014;8.0;7.83;7.83;7.42;7.25;7.25;7.08;Sample  82.67;8;Green
82.67;Arabica;Mexico;LOS LLANITOS;1296;LA YERBA;2014;7.67;7.58;7.42;7.5;7.42;7.5;7.58;Sample  82.67;11;Green
82.67;Arabica;Uganda;Bugisu Shamba;1400- 1900;Mt Elgon;2013;7.67;7.5;7.33;7.67;7.5;7.5;7.5;Sample  82.67;12;Green
82.67;Arabica;Taiwan;Zhuo wu shan Coffee 卓武山咖啡農場;1240 M;Chiayi Alishan 嘉義縣阿里山鄉;2013/2014;7.67;7.5;7.5;7.5;7.5;7.5;7.5;Sample  82.67;11;Green
82.67;Arabica;Thailand;m10;1500;Phahi;2013;7.42;7.5;7.5;7.67;7.58;7.5;7.5;Sample  82.67;11;Bluish-Green
82.67;Arabica;Colombia;;1800 msnm;Huila;2012;7.75;7.58;7.67;7.25;7.58;7.42;7.42;Sample  82.67;11;Bluish-Green
82.67;Arabica;El Salvador;;;;2012;7.92;8.0;7.5;6.75;7.92;7.58;7.67;Sample  82.67;0;None
82.67;Arabica;Guatemala;FINCA MEDINA;1500;ANTIGUA;2012;7.67;7.67;7.17;7.67;7.5;7.5;7.5;Sample  82.67;11;Green
82.67;Arabica;Thailand;Doi Tung Development Project;-;Thailand;2012;7.83;7.33;7.83;7.33;7.58;7.83;7.58;Sample  82.67;12;Bluish-Green
82.67;Arabica;Mexico;FINCA MONTE GRANDE;1100;;2012;7.58;7.58;7.42;7.58;7.42;7.5;7.58;Sample  82.67;11;
82.67;Arabica;Mexico;FINCA CASTILLOS;950;MAHUIXTLAN;2012;7.5;7.58;7.58;7.58;7.42;7.42;7.58;Sample  82.67;12;
82.67;Arabica;Colombia;La Canada;1,800 meters (5,900;"52 Narino (exact location: Mattituy; municipal region: Florida Code 381";Spring 2011 in Colombia.;7.33;7.58;7.42;7.42;7.67;7.67;7.58;Sample  82.67;11;Green
82.67;Arabica;United States (Hawaii);;;Kona;;7.83;7.67;7.5;7.67;7.5;7.58;7.58;Sample  82.67;3;
82.67;Arabica;Mexico;KASSANDRA;1400 MASL;Mexico;2010-2011;7.75;7.58;7.25;7.75;7.67;7.58;7.08;Sample  82.67;0;
82.67;Arabica;Colombia;;1800 msnm;huila;4T/10;8.08;7.67;7.67;7.33;7.33;7.17;7.42;Sample  82.67;8;
82.67;Arabica;Colombia;;;;2009-2010;7.5;7.42;7.33;7.33;7.67;7.83;7.58;Sample  82.67;21;
82.58;Arabica;Guatemala;LA ESMERALDA;4000;ORIENTE;2017;7.5;7.42;7.42;7.75;7.5;7.5;7.5;Sample  82.58;10;Green
82.58;Arabica;Taiwan;林園咖啡 Lin Yuan Coffee;1050;國姓鄉 Guoshing Township;2016;7.67;7.42;7.5;7.42;7.58;7.5;7.5;Sample  82.58;11;Green
82.58;Arabica;Brazil;;;South of Minas;2016;7.5;7.58;7.42;7.5;7.75;7.33;7.5;Sample  82.58;11;Green
82.58;Arabica;Taiwan;台中市新社區崑山里;200 M;Changhua BaGuaShan 彰化市八卦山;2016 / 2017;7.25;7.25;7.0;7.08;7.0;7.0;10.0;Sample  82.58;11;Blue-Green
82.58;Arabica;Brazil;;;CAMPOS ALTOS - CERRADO;2016;7.42;7.42;7.5;7.33;7.25;7.67;8.0;Sample  82.58;0;Green
82.58;Arabica;Indonesia;SMALL HOLDERS FARMER;1200-1300m dpl;Aceh;2015;7.83;7.58;7.42;7.33;7.42;7.5;7.5;Sample  82.58;13;Blue-Green
82.58;Arabica;Thailand;;800++;THAILAND;2014;7.75;7.33;7.42;7.67;7.42;7.5;7.5;Sample  82.58;12;Green
82.58;Arabica;Thailand;;1,400-1,500 m;Chiangrai;2014;7.42;7.58;7.58;7.42;7.58;7.5;7.5;Sample  82.58;12;Blue-Green
82.58;Arabica;Tanzania, United Republic Of;Lubanda AMCOS;1317;Ikand Village;2014;7.75;7.42;7.33;7.5;7.58;7.5;7.5;Sample  82.58;12;
82.58;Arabica;Uganda;Mt.Elgon sipi falls Cheema;1400-1900;Eastern;2013;7.83;7.5;7.42;7.58;7.42;7.42;7.42;Sample  82.58;12;Green
82.58;Arabica;Costa Rica;VARIOS;1200-1400;CENTRAL VALLEY - WEST VALLEY;2013;7.67;7.42;7.5;7.67;7.0;7.75;7.58;Sample  82.58;11;Green
82.58;Arabica;Mexico;;;Veracruz;2014;7.58;7.58;7.42;7.75;7.67;7.67;7.58;Sample  82.58;0;Green
82.58;Arabica;Guatemala;;;;2012;7.5;7.58;7.42;7.58;7.42;7.58;7.5;Sample  82.58;0;Blue-Green
82.58;Arabica;Colombia;varias;1750 msnm;huila;2013;7.75;7.25;7.33;7.42;7.5;7.83;7.5;Sample  82.58;11;Blue-Green
82.58;Arabica;Colombia;varias;1750 msnm;huila;2012;7.75;7.5;7.75;7.25;7.33;7.58;7.42;Sample  82.58;11;
82.58;Arabica;Colombia;;1750 msnm;huila;2013;7.58;7.5;7.42;7.58;7.67;7.42;7.42;Sample  82.58;11;Green
82.58;Arabica;Mexico;JAMAICA;1250;OAXACA;2012;7.5;7.58;7.5;7.5;7.42;7.5;7.58;Sample  82.58;10;Green
82.58;Arabica;Mexico;"LA TIMBUCHERA; EL OCOTITO Y LA HORTALIZA";1150;COLIMA;2012;7.67;7.58;7.58;7.75;7.67;6.83;7.5;Sample  82.58;12;Green
82.58;Arabica;Colombia;;De 1.600 a 1.950 msnm;Huila;2012;7.33;7.42;7.58;7.42;7.67;7.5;7.67;Sample  82.58;11;Green
82.58;Arabica;Brazil;Fazenda Chamusca;900-1050m;South Minas Gerais;2011;7.58;7.5;7.33;7.75;7.5;7.5;7.42;Sample  82.58;0;
82.5;Arabica;Brazil;Fazenda Capoeirinha;890;South of Minas Gerais;2017 / 2018;7.5;7.5;7.5;7.5;7.58;7.5;7.42;Sample  82.50;11;Green
82.5;Arabica;Indonesia;Various;1250;Bali Kintamani;2017;7.83;7.75;7.25;7.5;7.42;7.33;7.42;Sample  82.50;11;Green
82.5;Arabica;Honduras;Las Cuchillas;1400;Comayagua;2017;7.58;7.58;7.33;7.5;7.5;7.5;7.5;Sample  82.50;10;Green
82.5;Arabica;Guatemala;LA ESPERANZA;4000;ORIENTE;2016;7.5;7.5;7.33;7.5;7.67;7.5;7.5;Sample  82.50;10;Green
82.5;Arabica;Thailand;;800++;THAILAND;2014;7.5;7.83;7.5;7.75;7.33;7.42;7.83;Sample  82.50;12;Green
82.5;Arabica;Thailand;;1,400-1,500 m;Chiangrai;2014;7.33;7.5;7.5;7.5;7.67;7.5;7.5;Sample  82.50;11;
82.5;Arabica;Tanzania, United Republic Of;Shah Plantation;1600;Karatu Arusha;2014;7.67;7.42;7.33;7.58;7.5;7.5;7.5;Sample  82.50;12;Green
82.5;Arabica;Tanzania, United Republic Of;Amkeni;;Moshi Rural;2014;7.75;7.0;7.42;7.58;7.58;7.58;7.58;Sample  82.50;12;Bluish-Green
82.5;Arabica;Mexico;Finca San El Retiro;1,500-1,700m;Chiapas;2013;7.42;7.58;7.5;7.67;7.25;7.5;7.58;Sample  82.50;0;Green
82.5;Arabica;Brazil;Fazenda Rio Verde;1260;South Minas;2013/2014;7.42;7.5;7.67;7.33;7.42;7.67;7.5;Sample  82.50;11;Bluish-Green
82.5;Arabica;Guatemala;LA UNION MONTEVERDE;4300;ORIENTE;2013;7.83;7.42;7.33;7.67;7.42;7.5;7.33;Sample  82.50;12;Green
82.5;Arabica;Colombia;;1750 msnm;HUILA;2013;7.5;7.5;7.42;7.42;7.58;7.58;7.5;Sample  82.50;11;Green
82.5;Arabica;Guatemala;LA ESPERANZA Y ANEXOS;4300;ORIENTE;2013;7.83;7.67;7.17;7.33;7.5;7.67;7.33;Sample  82.50;11;Green
82.5;Arabica;Mexico;LA PAGUA;1679;SAN BARTOLO TUTOTEPEC;2012;7.5;7.58;7.5;7.5;7.42;7.42;7.58;Sample  82.50;13;None
82.5;Arabica;Mexico;CALTUCHOCO;1100;ZAPOTITLAN DE MENDEZ;2012;7.67;7.5;7.33;7.67;7.5;7.33;7.5;Sample  82.50;12;Green
82.5;Arabica;Mexico;SANTA CRUZ - PANTE DON MANUEL;1650;LA CONCORDIA;2012;7.92;7.5;7.33;7.58;7.25;7.42;7.5;Sample  82.50;11;
82.5;Arabica;Guatemala;VARIOUS;;ORIENTE;2012;7.67;7.33;7.33;7.33;7.5;7.83;7.5;Sample  82.50;11;Green
82.5;Arabica;Brazil;Fazenda do Sertao;1.250 m;Carmo de Minas Micro Region;2012;7.67;7.42;7.33;7.67;7.5;7.5;7.42;Sample  82.50;0;Blue-Green
82.5;Arabica;Colombia;;DE 1.600 A 1.950 MSNM;HUILA;2012;7.67;7.5;7.33;7.5;7.25;7.67;7.58;Sample  82.50;11;Green
82.5;Arabica;United States (Hawaii);;;Kona;2012;7.33;7.42;7.33;7.75;7.42;7.67;7.58;Sample  82.50;12;Green
82.5;Arabica;Guatemala;;1600;Huehuetenango;;7.75;7.58;7.67;7.67;7.58;7.58;7.33;Sample  82.50;1;
82.42;Arabica;Honduras;Carrillo Cooperativa;1500;Comayagua, Honduras;2017;7.42;7.67;7.17;7.58;7.58;7.5;7.5;Sample  82.42;12;Green
82.42;Arabica;Guatemala;PIAMONTE;1700;SAN MARCOS;2017;7.58;7.5;7.33;7.75;7.33;7.5;7.42;Sample  82.42;10;Green
82.42;Arabica;Guatemala;LAS MERCEDITAS;1700;SAN MARCOS;2016;7.67;7.58;7.25;7.67;7.42;7.33;7.5;Sample  82.42;12;Green
82.42;Arabica;Guatemala;LA ESMERALDA;518;EL PROGRESO;2017;7.58;7.5;7.25;7.67;7.5;7.5;7.42;Sample  82.42;12;Green
82.42;Arabica;Guatemala;PROVIDENCIA;;SANTA ROSA;2017;7.5;7.42;7.08;7.75;7.67;7.5;7.5;Sample  82.42;11;Green
82.42;Arabica;Colombia;;1600;Guayatá;2016;5.08;7.75;7.83;7.75;7.83;8.08;8.08;Sample  82.42;11;Green
82.42;Arabica;China;Menglian Gao Sanlin Coffee Factory;1600;Yunnan province Pu'er City Menglian County;2015;7.67;7.42;7.42;7.5;7.42;7.42;7.58;Sample  82.42;10;Green
82.42;Arabica;Brazil;;;CAMPOS ALTOS - CERRADO;2016;7.42;7.5;7.33;7.5;7.25;7.42;8.0;Sample  82.42;11;Green
82.42;Arabica;Tanzania, United Republic Of;NGURUMA;2285;ARUSHA MERU;2015/2016;7.67;7.25;7.42;7.42;7.67;7.42;7.58;Sample  82.42;13;Green
82.42;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.17;7.83;7.33;7.5;7.75;7.42;7.42;Sample  82.42;0;Green
82.42;Arabica;Guatemala;SEVERAL;1400 mts;Atitlan;2013;7.5;7.5;7.5;7.67;7.42;7.5;7.33;Sample  82.42;10;Green
82.42;Arabica;Mexico;LOS LLANITOS;1296;LA YERBA;2014;7.42;7.5;7.42;7.58;7.42;7.5;7.58;Sample  82.42;11;Green
82.42;Arabica;Brazil;Fazenda Serra Negra;1000m;South of Minas Gerais;2012;7.58;7.67;7.33;7.5;7.5;7.42;7.42;Sample  82.42;12;Blue-Green
82.42;Arabica;Peru;;Huanuco;Peru;2013;7.58;7.58;7.58;7.75;7.5;7.58;7.5;Sample  82.42;0;Green
82.42;Arabica;Brazil;Fazenda Rio Verde;1260;South Minas;2013/2014;7.25;7.33;7.25;7.5;7.42;7.5;8.17;Sample  82.42;0;Green
82.42;Arabica;Mexico;FINCA LOS BARREALES;1170;Teocelo;2013;7.5;7.58;7.5;7.92;7.42;7.67;7.5;Sample  82.42;12;Green
82.42;Arabica;Honduras;;;;2012;7.25;7.67;7.42;7.17;7.75;7.5;7.67;Sample  82.42;9;None
82.42;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;2013;7.67;7.42;7.33;7.5;7.58;7.5;7.42;Sample  82.42;11;Green
82.42;Arabica;Mexico;CIPRESAL;1560;CHIAPAS;2013;7.5;7.42;7.42;7.67;7.42;7.58;7.42;Sample  82.42;12;Green
82.42;Arabica;Mexico;PANTE SAN PEDRO;1400;SAN PEDRO COTZILNAM;2012;7.42;7.58;7.5;7.42;7.58;7.5;7.42;Sample  82.42;13;Green
